Fecha,Metal,Valor,Unidad,,
30-01-2019,Oro,"1,312.95",US$/ozt,,
30-01-2019,Plata,15.915,US$/ozt,,
30-01-2019,Molibdeno,11.793,¢US/lb,,
30-01-2019,Inventarios,"149,100",TM,,
31-01-2019,Cobre,278.869,¢US/lb,,
31-01-2019,Oro,"1,322.50",US$/ozt,,
31-01-2019,Plata,16.075,US$/ozt,,
31-01-2019,Molibdeno,11.793,¢US/lb,,
31-01-2019,Inventarios,"149,200",TM,,
01-02-2019,Cobre,276.578,¢US/lb,,
01-02-2019,Oro,"1,320.75",US$/ozt,,
01-02-2019,Plata,16.01,US$/ozt,,
01-02-2019,Molibdeno,11.793,¢US/lb,,
01-02-2019,Inventarios,"149,950",TM,,
04-02-2019,Cobre,275.625,¢US/lb,,
04-02-2019,Oro,"1,311.00",US$/ozt,,
04-02-2019,Plata,15.745,US$/ozt,,
04-02-2019,Molibdeno,11.793,¢US/lb,,
04-02-2019,Inventarios,"149,900",TM,,
05-02-2019,Cobre,280.048,¢US/lb,,
05-02-2019,Oro,"1,314.00",US$/ozt,,
05-02-2019,Plata,15.865,US$/ozt,,
05-02-2019,Molibdeno,11.793,¢US/lb,,
05-02-2019,Inventarios,"149,900",TM,,
06-02-2019,Cobre,281.681,¢US/lb,,
06-02-2019,Oro,"1,313.35",US$/ozt,,
06-02-2019,Plata,15.73,US$/ozt,,
06-02-2019,Molibdeno,11.793,¢US/lb,,
06-02-2019,Inventarios,"149,550",TM,,
07-02-2019,Cobre,282.452,¢US/lb,,
07-02-2019,Oro,"1,306.60",US$/ozt,,
07-02-2019,Plata,15.71,US$/ozt,,
07-02-2019,Molibdeno,11.793,¢US/lb,,
07-02-2019,Inventarios,"149,400",TM,,
08-02-2019,Cobre,281.545,¢US/lb,,
08-02-2019,Oro,"1,311.10",US$/ozt,,
08-02-2019,Plata,15.78,US$/ozt,,
08-02-2019,Molibdeno,11.793,¢US/lb,,
08-02-2019,Inventarios,"149,200",TM,,
11-02-2019,Cobre,278.869,¢US/lb,,
11-02-2019,Oro,"1,306.75",US$/ozt,,
11-02-2019,Plata,15.705,US$/ozt,,
11-02-2019,Molibdeno,11.793,¢US/lb,,
11-02-2019,Inventarios,"148,550",TM,,
12-02-2019,Cobre,276.782,¢US/lb,,
12-02-2019,Oro,"1,311.60",US$/ozt,,
12-02-2019,Plata,15.81,US$/ozt,,
12-02-2019,Molibdeno,11.793,¢US/lb,,
12-02-2019,Inventarios,"148,250",TM,,
13-02-2019,Cobre,277.599,¢US/lb,,
13-02-2019,Oro,"1,311.15",US$/ozt,,
13-02-2019,Plata,15.695,US$/ozt,,
13-02-2019,Molibdeno,11.793,¢US/lb,,
13-02-2019,Inventarios,"147,900",TM,,
14-02-2019,Cobre,280.252,¢US/lb,,
14-02-2019,Oro,"1,305.65",US$/ozt,,
14-02-2019,Plata,15.58,US$/ozt,,
14-02-2019,Molibdeno,11.793,¢US/lb,,
14-02-2019,Inventarios,"145,525",TM,,
15-02-2019,Cobre,280.774,¢US/lb,,
15-02-2019,Oro,"1,318.00",US$/ozt,,
15-02-2019,Plata,15.675,US$/ozt,,
15-02-2019,Molibdeno,11.793,¢US/lb,,
15-02-2019,Inventarios,"143,175",TM,,
18-02-2019,Cobre,284.38,¢US/lb,,
18-02-2019,Oro,"1,323.95",US$/ozt,,
18-02-2019,Plata,15.765,US$/ozt,,
18-02-2019,Molibdeno,11.793,¢US/lb,,
18-02-2019,Inventarios,"140,175",TM,,
19-02-2019,Cobre,283.337,¢US/lb,,
19-02-2019,Oro,"1,329.55",US$/ozt,,
19-02-2019,Plata,15.78,US$/ozt,,
19-02-2019,Molibdeno,11.793,¢US/lb,,
19-02-2019,Inventarios,"139,400",TM,,
20-02-2019,Cobre,288.099,¢US/lb,,
20-02-2019,Oro,"1,345.75",US$/ozt,,
20-02-2019,Plata,16.035,US$/ozt,,
20-02-2019,Molibdeno,11.793,¢US/lb,,
20-02-2019,Inventarios,"139,500",TM,,
21-02-2019,Cobre,289.891,¢US/lb,,
21-02-2019,Oro,"1,335.05",US$/ozt,,
21-02-2019,Plata,15.91,US$/ozt,,
21-02-2019,Molibdeno,11.793,¢US/lb,,
21-02-2019,Inventarios,"137,700",TM,,
22-02-2019,Cobre,294.336,¢US/lb,,
22-02-2019,Oro,"1,322.25",US$/ozt,,
22-02-2019,Plata,15.87,US$/ozt,,
22-02-2019,Molibdeno,11.793,¢US/lb,,
22-02-2019,Inventarios,"133,825",TM,,
25-02-2019,Cobre,296.922,¢US/lb,,
25-02-2019,Oro,"1,329.15",US$/ozt,,
25-02-2019,Plata,15.955,US$/ozt,,
25-02-2019,Molibdeno,11.793,¢US/lb,,
25-02-2019,Inventarios,"132,450",TM,,
26-02-2019,Cobre,293.52,¢US/lb,,
26-02-2019,Oro,"1,327.55",US$/ozt,,
26-02-2019,Plata,15.83,US$/ozt,,
26-02-2019,Molibdeno,11.793,¢US/lb,,
26-02-2019,Inventarios,"133,075",TM,,
27-02-2019,Cobre,296.332,¢US/lb,,
27-02-2019,Oro,"1,326.45",US$/ozt,,
27-02-2019,Plata,15.86,US$/ozt,,
27-02-2019,Molibdeno,11.793,¢US/lb,,
27-02-2019,Inventarios,"130,925",TM,,
28-02-2019,Cobre,296.468,¢US/lb,,
28-02-2019,Oro,"1,325.45",US$/ozt,,
28-02-2019,Plata,15.815,US$/ozt,,
28-02-2019,Molibdeno,11.793,¢US/lb,,
28-02-2019,Inventarios,"128,475",TM,,
01-03-2019,Cobre,298.101,¢US/lb,,
01-03-2019,Oro,"1,309.95",US$/ozt,,
01-03-2019,Plata,15.56,US$/ozt,,
01-03-2019,Molibdeno,11.793,¢US/lb,,
01-03-2019,Inventarios,"126,000",TM,,
04-02-2019,Cobre,291.206,¢US/lb,,
04-02-2019,Oro,"1,287.45",US$/ozt,,
04-02-2019,Plata,15.16,US$/ozt,,
04-02-2019,Molibdeno,11.793,¢US/lb,,
04-02-2019,Inventarios,"123,425",TM,,
05-02-2019,Cobre,297.262,¢US/lb,,
05-02-2019,Oro,"1,285.00",US$/ozt,,
05-02-2019,Plata,15.11,US$/ozt,,
05-02-2019,Molibdeno,11.793,¢US/lb,,
05-02-2019,Inventarios,"118,600",TM,,
11-03-2019,Cobre,291.887,¢US/lb,,
11-03-2019,Oro,"1,296.35",US$/ozt,,
11-03-2019,Plata,15.295,US$/ozt,,
11-03-2019,Molibdeno,11.793,¢US/lb,,
11-03-2019,Inventarios,"113,525",TM,,
12-03-2019,Cobre,295.289,¢US/lb,,
12-03-2019,Oro,"1,296.95",US$/ozt,,
12-03-2019,Plata,15.445,US$/ozt,,
12-03-2019,Molibdeno,N.D.,¢US/lb,,
12-03-2019,Inventarios,"112,725",TM,,
13-03-2019,Cobre,296.151,¢US/lb,,
13-03-2019,Oro,"1,308.40",US$/ozt,,
13-03-2019,Plata,15.52,US$/ozt,,
13-03-2019,Molibdeno,N.D.,¢US/lb,,
13-03-2019,Inventarios,"111,775",TM,,
14-03-2019,Cobre,290.707,¢US/lb,,
14-03-2019,Oro,"1,299.20",US$/ozt,,
14-03-2019,Plata,15.235,US$/ozt,,
14-03-2019,Molibdeno,N.D.,¢US/lb,,
14-03-2019,Inventarios,"144,625",TM,,
15-03-2019,Cobre,290.753,¢US/lb,,
15-03-2019,Oro,"1,302.65",US$/ozt,,
15-03-2019,Plata,15.355,US$/ozt,,
15-03-2019,Molibdeno,N.D.,¢US/lb,,
15-03-2019,Inventarios,"186,425",TM,,
18-03-2019,Cobre,294.472,¢US/lb,,
18-03-2019,Oro,"1,305.35",US$/ozt,,
18-03-2019,Plata,15.38,US$/ozt,,
18-03-2019,Molibdeno,N.D.,¢US/lb,,
18-03-2019,Inventarios,"183,825",TM,,
19-03-2019,Cobre,294.835,¢US/lb,,
19-03-2019,Oro,"1,308.35",US$/ozt,,
19-03-2019,Plata,15.41,US$/ozt,,
19-03-2019,Molibdeno,N.D.,¢US/lb,,
19-03-2019,Inventarios,"181,200",TM,,
20-03-2019,Cobre,294.245,¢US/lb,,
20-03-2019,Oro,"1,303.00",US$/ozt,,
20-03-2019,Plata,15.32,US$/ozt,,
20-03-2019,Molibdeno,N.D.,¢US/lb,,
20-03-2019,Inventarios,"179,275",TM,,
21-03-2019,Cobre,295.742,¢US/lb,,
21-03-2019,Oro,"1,317.30",US$/ozt,,
21-03-2019,Plata,15.54,US$/ozt,,
21-03-2019,Molibdeno,N.D.,¢US/lb,,
21-03-2019,Inventarios,"176,450",TM,,
22-03-2019,Cobre,289.165,¢US/lb,,
22-03-2019,Oro,"1,311.10",US$/ozt,,
22-03-2019,Plata,15.46,US$/ozt,,
22-03-2019,Molibdeno,N.D.,¢US/lb,,
22-03-2019,Inventarios,"175,325",TM,,
25-03-2019,Cobre,287.033,¢US/lb,,
25-03-2019,Oro,"1,319.35",US$/ozt,,
25-03-2019,Plata,15.525,US$/ozt,,
25-03-2019,Molibdeno,N.D.,¢US/lb,,
25-03-2019,Inventarios,"173,800",TM,,
26-03-2019,Cobre,288.53,¢US/lb,,
26-03-2019,Oro,"1,315.25",US$/ozt,,
26-03-2019,Plata,15.44,US$/ozt,,
26-03-2019,Molibdeno,N.D.,¢US/lb,,
26-03-2019,Inventarios,"172,275",TM,,
27-03-2019,Cobre,287.51,¢US/lb,,
27-03-2019,Oro,"1,318.25",US$/ozt,,
27-03-2019,Plata,15.4,US$/ozt,,
27-03-2019,Molibdeno,N.D.,¢US/lb,,
27-03-2019,Inventarios,"170,725",TM,,
28-03-2019,Cobre,289.619,¢US/lb,,
28-03-2019,Oro,"1,306.90",US$/ozt,,
28-03-2019,Plata,15.195,US$/ozt,,
28-03-2019,Molibdeno,N.D.,¢US/lb,,
28-03-2019,Inventarios,"169,950",TM,,
29-03-2019,Cobre,294.155,¢US/lb,,
29-03-2019,Oro,"1,291.15",US$/ozt,,
29-03-2019,Plata,15.1,US$/ozt,,
29-03-2019,Molibdeno,N.D.,¢US/lb,,
29-03-2019,Inventarios,"168,525",TM,,
01-04-2019,Cobre,294.744,¢US/lb,,
01-04-2019,Oro,"1,291.90",US$/ozt,,
01-04-2019,Plata,15.07,US$/ozt,,
01-04-2019,Molibdeno,N.D.,¢US/lb,,
01-04-2019,Inventarios,"168,525",TM,,
02-04-2019,Cobre,291.705,¢US/lb,,
02-04-2019,Oro,"1,287.20",US$/ozt,,
02-04-2019,Plata,15.025,US$/ozt,,
02-04-2019,Molibdeno,N.D.,¢US/lb,,
02-04-2019,Inventarios,"167,425",TM,,
03-04-2019,Cobre,294.064,¢US/lb,,
03-04-2019,Oro,"1,291.85",US$/ozt,,
03-04-2019,Plata,15.165,US$/ozt,,
03-04-2019,Molibdeno,N.D.,¢US/lb,,
03-04-2019,Inventarios,"167,950",TM,,
04-04-2019,Cobre,292.295,¢US/lb,,
04-04-2019,Oro,"1,291.60",US$/ozt,,
04-04-2019,Plata,15.085,US$/ozt,,
04-04-2019,Molibdeno,N.D.,¢US/lb,,
04-04-2019,Inventarios,"198,325",TM,,
05-04-2019,Cobre,"291,161",¢US/lb,,
05-04-2019,Oro,"1,288.90",US$/ozt,,
05-04-2019,Plata,15.195,US$/ozt,,
05-04-2019,Molibdeno,N.D.,¢US/lb,,
05-04-2019,Inventarios,"198,300",TM,,
08-04-2019,Cobre,291.773,¢US/lb,,
08-04-2019,Oro,"1,297.10",US$/ozt,,
08-04-2019,Plata,15.14,US$/ozt,,
08-04-2019,Molibdeno,N.D.,¢US/lb,,
08-04-2019,Inventarios,"197,550",TM,,
09-04-2019,Cobre,294.744,¢US/lb,,
09-04-2019,Oro,"1,301.85",US$/ozt,,
09-04-2019,Plata,15.255,US$/ozt,,
09-04-2019,Molibdeno,N.D.,¢US/lb,,
09-04-2019,Inventarios,"198,275",TM,,
10-04-2019,Cobre,292.431,¢US/lb,,
10-04-2019,Oro,"1,304.80",US$/ozt,,
10-04-2019,Plata,15.245,US$/ozt,,
10-04-2019,Molibdeno,N.D.,¢US/lb,,
10-04-2019,Inventarios,"197,525",TM,,
11-04-2019,Cobre,291.773,¢US/lb,,
11-04-2019,Oro,"1,304.65",US$/ozt,,
11-04-2019,Plata,15.16,US$/ozt,,
11-04-2019,Molibdeno,N.D.,¢US/lb,,
11-04-2019,Inventarios,"194,525",TM,,
12-04-2019,Cobre,294.382,¢US/lb,,
12-04-2019,Oro,"1,296.15",US$/ozt,,
12-04-2019,Plata,15.065,US$/ozt,,
12-04-2019,Molibdeno,N.D.,¢US/lb,,
12-04-2019,Inventarios,"192,425",TM,,
15-04-2019,Cobre,292.839,¢US/lb,,
15-04-2019,Oro,"1,286.75",US$/ozt,,
15-04-2019,Plata,14.935,US$/ozt,,
15-04-2019,Molibdeno,N.D.,¢US/lb,,
15-04-2019,Inventarios,"191,750",TM,,
16-04-2019,Cobre,293.021,¢US/lb,,
16-04-2019,Oro,"1,283.75",US$/ozt,,
16-04-2019,Plata,14.945,US$/ozt,,
16-04-2019,Molibdeno,N.D.,¢US/lb,,
16-04-2019,Inventarios,"190,500",TM,,
17-04-2019,Cobre,295.243,¢US/lb,,
17-04-2019,Oro,"1,276.10",US$/ozt,,
17-04-2019,Plata,15,US$/ozt,,
17-04-2019,Molibdeno,N.D.,¢US/lb,,
17-04-2019,Inventarios,"190,650",TM,,
18-04-2019,Cobre,292.476,¢US/lb,,
18-04-2019,Oro,"1,276.50",US$/ozt,,
18-04-2019,Plata,14.955,US$/ozt,,
18-04-2019,Molibdeno,N.D.,¢US/lb,,
18-04-2019,Inventarios,"189,225",TM,,
19-04-2019,Cobre,FERIADO,¢US/lb,,
19-04-2019,Oro,FERIADO,US$/ozt,,
19-04-2019,Plata,FERIADO,US$/ozt,,
19-04-2019,Molibdeno,FERIADO,¢US/lb,,
19-04-2019,Inventarios,"189,225",TM,,
22-04-2019,Cobre,FERIADO,¢US/lb,,
22-04-2019,Oro,FERIADO,US$/ozt,,
22-04-2019,Plata,FERIADO,US$/ozt,,
22-04-2019,Molibdeno,FERIADO,¢US/lb,,
22-04-2019,Inventarios,"189,225",TM,,
23-04-2019,Cobre,291.66,¢US/lb,,
23-04-2019,Oro,"1,273.45",US$/ozt,,
23-04-2019,Plata,14.975,US$/ozt,,
23-04-2019,Molibdeno,N.D.,¢US/lb,,
23-04-2019,Inventarios,"188,300",TM,,
24-04-2019,Cobre,292,¢US/lb,,
24-04-2019,Oro,"1,273.80",US$/ozt,,
24-04-2019,Plata,14.805,US$/ozt,,
24-04-2019,Molibdeno,N.D.,¢US/lb,,
24-04-2019,Inventarios,"186,125",TM,,
25-04-2019,Cobre,289.188,¢US/lb,,
25-04-2019,Oro,"1,277.85",US$/ozt,,
25-04-2019,Plata,14.865,US$/ozt,,
25-04-2019,Molibdeno,N.D.,¢US/lb,,
25-04-2019,Inventarios,"194,800",TM,,
26-04-2019,Cobre,289.982,¢US/lb,,
26-04-2019,Oro,"1,281.50",US$/ozt,,
26-04-2019,Plata,15,US$/ozt,,
26-04-2019,Molibdeno,N.D.,¢US/lb,,
26-04-2019,Inventarios,"195,900",TM,,
29-04-2019,Cobre,289.211,¢US/lb,,
29-04-2019,Oro,"1,282.15",US$/ozt,,
29-04-2019,Plata,14.97,US$/ozt,,
29-04-2019,Molibdeno,N.D.,¢US/lb,,
29-04-2019,Inventarios,"232,225",TM,,
30-04-2019,Cobre,292.204,¢US/lb,,
30-04-2019,Oro,"1,285.15",US$/ozt,,
30-04-2019,Plata,14.985,US$/ozt,,
30-04-2019,Molibdeno,N.D.,¢US/lb,,
30-04-2019,Inventarios,"229,175",TM,,
01-05-2019,Cobre,290.345,¢US/lb,,
01-05-2019,Oro,"1,281.80",US$/ozt,,
01-05-2019,Plata,14.88,US$/ozt,,
01-05-2019,Molibdeno,N.D.,¢US/lb,,
01-05-2019,Inventarios,"225,925",TM,,
02-05-2019,Cobre,281.862,¢US/lb,,
02-05-2019,Oro,"1,281.80",US$/ozt,,
02-05-2019,Plata,14.88,US$/ozt,,
02-05-2019,Molibdeno,N.D.,¢US/lb,,
02-05-2019,Inventarios,"231,950",TM,,
03-05-2019,Cobre,280.32,¢US/lb,,
03-05-2019,Oro,"1,270.05",US$/ozt,,
03-05-2019,Plata,14.655,US$/ozt,,
03-05-2019,Molibdeno,N.D.,¢US/lb,,
03-05-2019,Inventarios,"228,275",TM,,
06-05-2019,Cobre,FERIADO,¢US/lb,,
06-05-2019,Oro,FERIADO,US$/ozt,,
06-05-2019,Plata,FERIADO,US$/ozt,,
06-05-2019,Molibdeno,FERIADO,¢US/lb,,
06-05-2019,Inventarios,FERIADO,TM,,
07-05-2019,Cobre,280.048,¢US/lb,,
07-05-2019,Oro,"1,281.30",US$/ozt,,
07-05-2019,Plata,14.83,US$/ozt,,
07-05-2019,Molibdeno,N.D.,¢US/lb,,
07-05-2019,Inventarios,"230,075",TM,,
08-05-2019,Cobre,276.828,¢US/lb,,
08-05-2019,Oro,"1,287.75",US$/ozt,,
08-05-2019,Plata,14.93,US$/ozt,,
08-05-2019,Molibdeno,N.D.,¢US/lb,,
08-05-2019,Inventarios,"227,200",TM,,
09-05-2019,Cobre,277.236,¢US/lb,,
09-05-2019,Oro,"1,284.10",US$/ozt,,
09-05-2019,Plata,14.82,US$/ozt,,
09-05-2019,Molibdeno,N.D.,¢US/lb,,
09-05-2019,Inventarios,"217,975",TM,,
10-06-2019,Cobre,278.302,¢US/lb,,
10-06-2019,Oro,"1,285.40",US$/ozt,,
10-06-2019,Plata,14.795,US$/ozt,,
10-06-2019,Molibdeno,N.D.,¢US/lb,,
10-06-2019,Inventarios,"211,475",TM,,
13-05-2019,Cobre,274.083,¢US/lb,,
13-05-2019,Oro,"1,282.95",US$/ozt,,
13-05-2019,Plata,14.66,US$/ozt,,
13-05-2019,Molibdeno,N.D.,¢US/lb,,
13-05-2019,Inventarios,"203,750",TM,,
14-05-2019,Cobre,272.473,¢US/lb,,
14-05-2019,Oro,"1,297.60",US$/ozt,,
14-05-2019,Plata,14.755,US$/ozt,,
14-05-2019,Molibdeno,N.D.,¢US/lb,,
14-05-2019,Inventarios,"198,650",TM,,
15-05-2019,Cobre,272.246,¢US/lb,,
15-05-2019,Oro,"1,298.90",US$/ozt,,
15-05-2019,Plata,14.815,US$/ozt,,
15-05-2019,Molibdeno,N.D.,¢US/lb,,
15-05-2019,Inventarios,"194,250",TM,,
16-05-2019,Cobre,276.192,¢US/lb,,
16-05-2019,Oro,"1,295.55",US$/ozt,,
16-05-2019,Plata,14.795,US$/ozt,,
16-05-2019,Molibdeno,N.D.,¢US/lb,,
16-05-2019,Inventarios,"191,725",TM,,
17-05-2019,Cobre,273.289,¢US/lb,,
17-05-2019,Oro,"1,285.80",US$/ozt,,
17-05-2019,Plata,14.48,US$/ozt,,
17-05-2019,Molibdeno,N.D.,¢US/lb,,
17-05-2019,Inventarios,"190,550",TM,,
20-05-2019,Cobre,271.475,¢US/lb,,
20-05-2019,Oro,"1,275.25",US$/ozt,,
20-05-2019,Plata,14.415,US$/ozt,,
20-05-2019,Molibdeno,N.D.,¢US/lb,,
20-05-2019,Inventarios,"188,725",TM,,
21-05-2019,Cobre,272.337,¢US/lb,,
21-05-2019,Oro,"1,276.00",US$/ozt,,
21-05-2019,Plata,14.43,US$/ozt,,
21-05-2019,Molibdeno,N.D.,¢US/lb,,
21-05-2019,Inventarios,"189,250",TM,,
22-05-2019,Cobre,268.527,¢US/lb,,
22-05-2019,Oro,"1,274.00",US$/ozt,,
22-05-2019,Plata,14.435,US$/ozt,,
22-05-2019,Molibdeno,N.D.,¢US/lb,,
22-05-2019,Inventarios,"187,700",TM,,
23-05-2019,Cobre,265.805,¢US/lb,,
23-05-2019,Oro,"1,275.95",US$/ozt,,
23-05-2019,Plata,14.48,US$/ozt,,
23-05-2019,Molibdeno,N.D.,¢US/lb,,
23-05-2019,Inventarios,"186,475",TM,,
24-05-2019,Cobre,268.481,¢US/lb,,
24-05-2019,Oro,"1,281.50",US$/ozt,,
24-05-2019,Plata,14.55,US$/ozt,,
24-05-2019,Molibdeno,N.D.,¢US/lb,,
24-05-2019,Inventarios,"185,825",TM,,
27-05-2019,Cobre,FERIADO,¢US/lb,,
27-05-2019,Oro,FERIADO,US$/ozt,,
27-05-2019,Plata,FERIADO,US$/ozt,,
27-05-2019,Molibdeno,FERIADO,¢US/lb,,
27-05-2019,Inventarios,FERIADO,TM,,
28-05-2019,Cobre,FERIADO,¢US/lb,,
28-05-2019,Oro,FERIADO,US$/ozt,,
28-05-2019,Plata,FERIADO,US$/ozt,,
28-05-2019,Molibdeno,FERIADO,¢US/lb,,
28-05-2019,Inventarios,FERIADO,TM,,
29-05-2019,Cobre,270.182,¢US/lb,,
29-05-2019,Oro,"1,283.90",US$/ozt,,
29-05-2019,Plata,14.48,US$/ozt,,
29-05-2019,Molibdeno,N.D.,¢US/lb,,
29-05-2019,Inventarios,"185,575",TM,,
30-05-2019,Cobre,265.127,¢US/lb,,
30-05-2019,Oro,"1,276.45",US$/ozt,,
30-05-2019,Plata,14.4,US$/ozt,,
30-05-2019,Molibdeno,N.D.,¢US/lb,,
30-05-2019,Inventarios,"212,450",TM,,
31-05-2019,Cobre,262.199,¢US/lb,,
31-05-2019,Oro,"1,296.00",US$/ozt,,
31-05-2019,Plata,14.48,US$/ozt,,
31-05-2019,Molibdeno,N.D.,¢US/lb,,
31-05-2019,Inventarios,"212,000",TM,,
03-06-2019,Cobre,262.902,¢US/lb,,
03-06-2019,Oro,"1,313.95",US$/ozt,,
03-06-2019,Plata,14.705,US$/ozt,,
03-06-2019,Molibdeno,N.D.,¢US/lb,,
03-06-2019,Inventarios,"211,800",TM,,
04-06-2019,Cobre,263.265,¢US/lb,,
04-06-2019,Oro,"1,323.60",US$/ozt,,
04-06-2019,Plata,14.72,US$/ozt,,
04-06-2019,Molibdeno,N.D.,¢US/lb,,
04-06-2019,Inventarios,"211,775",TM,,
05-06-2019,Cobre,264.558,¢US/lb,,
05-06-2019,Oro,"1,337.75",US$/ozt,,
05-06-2019,Plata,14.84,US$/ozt,,
05-06-2019,Molibdeno,N.D.,¢US/lb,,
05-06-2019,Inventarios,"212,050",TM,,
06-06-2019,Cobre,263.310,¢US/lb,,
06-06-2019,Oro,"1,336.65",US$/ozt,,
06-06-2019,Plata,14.96,US$/ozt,,
06-06-2019,Molibdeno,N.D.,¢US/lb,,
06-06-2019,Inventarios,"211,650",TM,,
07-06-2019,Cobre,"261,723",¢US/lb,,
07-06-2019,Oro,"1,334.30",US$/ozt,,
07-06-2019,Plata,14.91,US$/ozt,,
07-06-2019,Molibdeno,N.D.,¢US/lb,,
07-06-2019,Inventarios,"211,575",TM,,
10-06-2019,Cobre,"262,539",¢US/lb,,
10-06-2019,Oro,"1,328.60",US$/ozt,,
10-06-2019,Plata,14.75,US$/ozt,,
10-06-2019,Molibdeno,N.D.,¢US/lb,,
10-06-2019,Inventarios,"211,350",TM,,
11-06-2019,Cobre,267.846,¢US/lb,,
11-06-2019,Oro,"1,322.65",US$/ozt,,
11-06-2019,Plata,14.70,US$/ozt,,
11-06-2019,Molibdeno,N.D.,¢US/lb,,
11-06-2019,Inventarios,"211,225",TM,,
12-06-2019,Cobre,264.376,¢US/lb,,
12-06-2019,Oro,"1,336.65",US$/ozt,,
12-06-2019,Plata,14.79,US$/ozt,,
12-06-2019,Molibdeno,N.D.,¢US/lb,,
12-06-2019,Inventarios,"210,900",TM,,
13-06-2019,Cobre,262.970,¢US/lb,,
13-06-2019,Oro,"1,335.80",US$/ozt,,
13-06-2019,Plata,14.80,US$/ozt,,
13-06-2019,Molibdeno,N.D.,¢US/lb,,
13-06-2019,Inventarios,"248,550",TM,,
14-06-2019,Cobre,263.333,¢US/lb,,
14-06-2019,Oro,"1,352.45",US$/ozt,,
14-06-2019,Plata,15.02,US$/ozt,,
14-06-2019,Molibdeno,N.D.,¢US/lb,,
14-06-2019,Inventarios,"252,425",TM,,
17-06-2019,Cobre,261.088,¢US/lb,,
17-06-2019,Oro,"1,333.20",US$/ozt,,
17-06-2019,Plata,14.78,US$/ozt,,
17-06-2019,Molibdeno,N.D.,¢US/lb,,
17-06-2019,Inventarios,"251,350",TM,,
18-06-2019,Cobre,265.284,¢US/lb,,
18-06-2019,Oro,"1,344.55",US$/ozt,,
18-06-2019,Plata,14.90,US$/ozt,,
18-06-2019,Molibdeno,N.D.,¢US/lb,,
18-06-2019,Inventarios,"250,750",TM,,
19-06-2019,Cobre,267.393,¢US/lb,,
19-06-2019,Oro,"1,342.40",US$/ozt,,
19-06-2019,Plata,14.95,US$/ozt,,
19-06-2019,Molibdeno,N.D.,¢US/lb,,
19-06-2019,Inventarios,"248,375",TM,,
20-06-2019,Cobre,270.432,¢US/lb,,
20-06-2019,Oro,"1,381.65",US$/ozt,,
20-06-2019,Plata,15.33,US$/ozt,,
20-06-2019,Molibdeno,N.D.,¢US/lb,,
20-06-2019,Inventarios,"247,050",TM,,
21-06-2019,Cobre,269.479,¢US/lb,,
21-06-2019,Oro,"1,388.30",US$/ozt,,
21-06-2019,Plata,15.30,US$/ozt,,
21-06-2019,Molibdeno,N.D.,¢US/lb,,
21-06-2019,Inventarios,"246,050",TM,,
24-06-2019,Cobre,268.391,¢US/lb,,
24-06-2019,Oro,"1,405.45",US$/ozt,,
24-06-2019,Plata,15.37,US$/ozt,,
24-06-2019,Molibdeno,N.D.,¢US/lb,,
24-06-2019,Inventarios,"244,725",TM,,
25-06-2019,Cobre,271.498,¢US/lb,,
25-06-2019,Oro,"1,429.55",US$/ozt,,
25-06-2019,Plata,15.4,US$/ozt,,
25-06-2019,Molibdeno,N.D.,¢US/lb,,
25-06-2019,Inventarios,"242,875",TM,,
26-06-2019,Cobre,272.428,¢US/lb,,
26-06-2019,Oro,"1,406.75",US$/ozt,,
26-06-2019,Plata,15.255,US$/ozt,,
26-06-2019,Molibdeno,N.D.,¢US/lb,,
26-06-2019,Inventarios,"241,700",TM,,
27-06-2019,Cobre,270.046,¢US/lb,,
27-06-2019,Oro,"1,402.25",US$/ozt,,
27-06-2019,Plata,15.25,US$/ozt,,
27-06-2019,Molibdeno,N.D.,¢US/lb,,
27-06-2019,Inventarios,"241,175",TM,,
28-06-2019,Cobre,270.885,¢US/lb,,
28-06-2019,Oro,"1,413.20",US$/ozt,,
28-06-2019,Plata,15.22,US$/ozt,,
28-06-2019,Molibdeno,N.D.,¢US/lb,,
28-06-2019,Inventarios,"241,400",TM,,
01-07-2019,Cobre,272.11,¢US/lb,,
01-07-2019,Oro,"1,390.05",US$/ozt,,
01-07-2019,Plata,15.26,US$/ozt,,
01-07-2019,Molibdeno,N.D.,¢US/lb,,
01-07-2019,Inventarios,"240,900",TM,,
02-07-2019,Cobre,268.073,¢US/lb,,
02-07-2019,Oro,"1,393.10",US$/ozt,,
02-07-2019,Plata,15.17,US$/ozt,,
02-07-2019,Molibdeno,N.D.,¢US/lb,,
02-07-2019,Inventarios,"239,925",TM,,
03-07-2019,Cobre,266.44,¢US/lb,,
03-07-2019,Oro,"1,425.10",US$/ozt,,
03-07-2019,Plata,15.31,US$/ozt,,
03-07-2019,Molibdeno,N.D.,¢US/lb,,
03-07-2019,Inventarios,"272,500",TM,,
04-07-2019,Cobre,267.62,¢US/lb,,
04-07-2019,Oro,"1,415.25",US$/ozt,,
04-07-2019,Plata,15.28,US$/ozt,,
04-07-2019,Molibdeno,N.D.,¢US/lb,,
04-07-2019,Inventarios,"271,525",TM,,
05-07-2019,Cobre,265.669,¢US/lb,,
05-07-2019,Oro,"1,414.40",US$/ozt,,
05-07-2019,Plata,15.21,US$/ozt,,
05-07-2019,Molibdeno,N.D.,¢US/lb,,
05-07-2019,Inventarios,"302,975",TM,,
08-07-2019,Cobre,268.164,¢US/lb,,
